Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2630	-1249.645	-1230.8	-18.84553	3.16788e+07	0.999774	0.999942	1.00006	1.00023	4.471121
2640	-1262.849	-1239.982	-22.86707	6.768275e+07	0.999846	0.999961	1.00004	1.00015	4.873275
2650	-1254.484	-1236.168	-18.31598	2.740175e+07	0.999757	0.999938	1.00006	1.00024	4.418166
2660	-1252.272	-1236.593	-15.67875	8.309672e+07	0.999861	0.999965	1.00004	1.00014	4.154443
2670	-1255.998	-1236.007	-19.99116	7.576025e+07	0.999854	0.999962	1.00004	1.00015	4.585684
2680	-1250.825	-1232.168	-18.65747	1.692333e+07	0.999691	0.999921	1.00008	1.00031	4.452315
2690	-1262.819	-1240.837	-21.98223	3505815	0.999321	0.999827	1.00017	1.00068	4.784791
2700	-1259.497	-1235.398	-24.09982	2.051739e+07	0.999719	0.999928	1.00007	1.00028	4.99655
2710	-1261.991	-1239.094	-22.89724	6.024063e+07	0.999836	0.999959	1.00004	1.00016	4.876292
2720	-1262.469	-1240.863	-21.60605	6.865014e+07	0.999847	0.999962	1.00004	1.00015	4.747173
2730	-1250.849	-1232.364	-18.48443	2.665679e+07	0.999754	0.999937	1.00006	1.00025	4.435011
2740	-1256.098	-1235.898	-20.19957	3.359256e+07	0.999781	0.999944	1.00006	1.00022	4.606525
2750	-1259.579	-1242.617	-16.96129	8.274903e+07	0.99986	0.999964	1.00004	1.00014	4.282697
2760	-1255.358	-1235.893	-19.46591	4.544984e+07	0.999811	0.999952	1.00005	1.00019	4.533159
2770	-1265.813	-1241.73	-24.08296	8.816456e+07	0.999865	0.999965	1.00004	1.00014	4.994864
2780	-1267.802	-1245.079	-22.72356	1.805113e+07	0.999701	0.999923	1.00008	1.0003	4.858924
2790	-1260.746	-1238.295	-22.45097	2.090203e+07	0.999722	0.999929	1.00007	1.00028	4.831665
2800	-1255.896	-1236.816	-19.0798	9.14986e+07	0.999867	0.999967	1.00003	1.00013	4.494547
2810	-1265.684	-1240.335	-25.34905	4.460127e+07	0.99981	0.999951	1.00005	1.00019	5.121472
2820	-1263.265	-1234.396	-28.86957	2.120515e+07	0.999724	0.999929	1.00007	1.00028	5.473525
2830	-1252.698	-1235.477	-17.22055	8236657	0.999557	0.999887	1.00011	1.00044	4.308623
2840	-1252.127	-1232.29	-19.83744	2.243582e+07	0.999732	0.999932	1.00007	1.00027	4.570312
2850	-1249.148	-1233.536	-15.61219	9.403322e+07	0.999869	0.999966	1.00003	1.00013	4.147786
2860	-1261.859	-1242.171	-19.68856	6.487228e+07	0.999842	0.999959	1.00004	1.00016	4.555423
2870	-1252.784	-1238.117	-14.66754	7.141658e+07	0.99985	0.999962	1.00004	1.00015	4.053321
2880	-1253.413	-1233.952	-19.46124	7.845909e+07	0.999856	0.999963	1.00004	1.00014	4.532691
2890	-1261.902	-1236.949	-24.95353	1.748672e+07	0.999696	0.999922	1.00008	1.0003	5.081921
2900	-1261.964	-1245.103	-16.86051	3.58271e+07	0.999788	0.999946	1.00005	1.00021	4.272619
2910	-1260.998	-1245.501	-15.49657	8.751154e+07	0.999865	0.999965	1.00003	1.00014	4.136225
2920	-1270.051	-1248.822	-21.22866	2.156226e+07	0.999726	0.99993	1.00007	1.00027	4.709434
2930	-1258.897	-1236.88	-22.01701	8.427213e+07	0.999862	0.999964	1.00004	1.00014	4.788269
2940	-1249.626	-1231.44	-18.18626	9.154103e+07	0.999868	0.999965	1.00003	1.00013	4.405194
2950	-1250.429	-1236.674	-13.75545	8.498789e+07	0.999862	0.999965	1.00004	1.00014	3.962113
2960	-1255.035	-1236.993	-18.04172	3.666328e+07	0.99979	0.999946	1.00005	1.00021	4.39074
2970	-1256.455	-1237.481	-18.97403	4.274258e+07	0.999806	0.99995	1.00005	1.00019	4.483971
2980	-1258.341	-1241.213	-17.12721	6.637793e+07	0.999844	0.99996	1.00004	1.00016	4.299289
2990	-1257.596	-1236.712	-20.88465	4163053	0.999377	0.999841	1.00016	1.00062	4.675033
3000	-1246.978	-1230.448	-16.53004	5.741221e+07	0.999833	0.999957	1.00004	1.00017	4.239572
3010	-1260.837	-1239.093	-21.74409	9.097643e+07	0.999867	0.999966	1.00003	1.00013	4.760976
3020	-1260.141	-1240.687	-19.45386	3.590522e+07	0.999788	0.999946	1.00005	1.00021	4.531954
3030	-1263.352	-1238.01	-25.34232	6.452249e+07	0.999841	0.99996	1.00004	1.00016	5.1208
3040	-1253.751	-1232.591	-21.15957	4.733137e+07	0.999815	0.999953	1.00005	1.00018	4.702525
3050	-1265.003	-1241.301	-23.70222	1429018	0.998937	0.999728	1.00027	1.00106	4.95679
3060	-1262.464	-1245.346	-17.11807	1.976405e+07	0.999714	0.999927	1.00007	1.00029	4.298375
3070	-1261.064	-1242.853	-18.2102	3.516754e+07	0.999786	0.999945	1.00005	1.00021	4.407588
3080	-1265.936	-1250.576	-15.35984	5.574525e+07	0.99983	0.999957	1.00004	1.00017	4.122552
3090	-1260.53	-1240.506	-20.02387	4.55997e+07	0.999812	0.999952	1.00005	1.00019	4.588955
3100	-1255.06	-1237.756	-17.30416	9.266969e+07	0.999868	0.999966	1.00003	1.00013	4.316984
3110	-1261.769	-1237.458	-24.31131	9.010064e+07	0.999866	0.999966	1.00003	1.00013	5.017699
3120	-1257.752	-1244.392	-13.36029	7.331763e+07	0.999852	0.999961	1.00004	1.00015	3.922597
3130	-1264.999	-1243.835	-21.16393	3.248455e+07	0.999777	0.999943	1.00006	1.00022	4.702961
3140	-1264.319	-1241.715	-22.6044	2.981705e+07	0.999767	0.99994	1.00006	1.00023	4.847008
3150	-1250.946	-1230.514	-20.43235	6.334023e+07	0.999841	0.999959	1.00004	1.00016	4.629802
3160	-1269.174	-1247.23	-21.94391	3.222366e+07	0.999776	0.999943	1.00006	1.00022	4.780958
3170	-1261.727	-1239.312	-22.41582	8.718475e+07	0.999864	0.999966	1.00003	1.00014	4.828149
3180	-1253.796	-1234.627	-19.16872	6.9108e+07	0.999847	0.999961	1.00004	1.00015	4.50344
3190	-1259.899	-1238.972	-20.92705	2.386524e+07	0.99974	0.999933	1.00007	1.00026	4.679273
3200	-1252.777	-1235.723	-17.05473	2.669532e+07	0.999754	0.999937	1.00006	1.00025	4.292041
3210	-1253.2	-1235.292	-17.90755	1.368236e+07	0.999656	0.999912	1.00009	1.00034	4.377323
3220	-1257.467	-1239.15	-18.31727	3.94263e+07	0.999798	0.999948	1.00005	1.0002	4.418295
3230	-1255.434	-1230.204	-25.22987	2.503516e+07	0.999746	0.999935	1.00006	1.00025	5.109554
3240	-1265.711	-1245.322	-20.38924	9.566407e+07	0.99987	0.999967	1.00003	1.00013	4.625492
3250	-1267.414	-1247.315	-20.09935	6.489372e+07	0.999842	0.99996	1.00004	1.00016	4.596502
3260	-1263.78	-1241.679	-22.10115	8.509103e+07	0.999862	0.999965	1.00004	1.00014	4.796682
3270	-1259.73	-1243.609	-16.12102	5.345197e+07	0.999826	0.999956	1.00004	1.00017	4.19867
3280	-1267.035	-1248.141	-18.89397	6846584	0.999514	0.999876	1.00012	1.00049	4.475965
3290	-1269.578	-1249.041	-20.53762	2.950511e+07	0.999766	0.99994	1.00006	1.00023	4.640329
3300	-1258.435	-1240.822	-17.61258	6.410205e+07	0.999841	0.999959	1.00004	1.00016	4.347825
3310	-1258.304	-1242.781	-15.52298	2.701091e+07	0.999756	0.999938	1.00006	1.00024	4.138866
3320	-1260.238	-1237.877	-22.36144	9.703529e+07	0.999871	0.999967	1.00003	1.00013	4.822712
3330	-1259.656	-1241.315	-18.34138	6.08336e+07	0.999837	0.999958	1.00004	1.00016	4.420706
3340	-1253.778	-1231.575	-22.20385	9.645104e+07	0.999871	0.999966	1.00003	1.00013	4.806953
3350	-1253.547	-1233.568	-19.97945	3.516221e+07	0.999786	0.999945	1.00005	1.00021	4.584513
3360	-1261.234	-1240.95	-20.28381	7.53621e+07	0.999854	0.999962	1.00004	1.00015	4.614949
3370	-1264.065	-1241.243	-22.82214	4.24157e+07	0.999805	0.99995	1.00005	1.0002	4.868782
3380	-1257.113	-1239.05	-18.06332	4.305141e+07	0.999806	0.99995	1.00005	1.00019	4.3929
3390	-1270.198	-1247.772	-22.42584	6.62764e+07	0.999844	0.999961	1.00004	1.00016	4.829152
3400	-1267.167	-1243.954	-23.21297	3.228581e+07	0.999776	0.999943	1.00006	1.00022	4.907864
3410	-1262.256	-1238.934	-23.32148	3.382122e+07	0.999782	0.999944	1.00006	1.00022	4.918715
3420	-1266.29	-1248.185	-18.10539	525047.7	0.998246	0.999551	1.00045	1.00175	4.397107
3430	-1268.442	-1249.171	-19.27153	3.75324e+07	0.999792	0.999947	1.00005	1.00021	4.513721
3440	-1260.465	-1240.023	-20.44225	5.439513e+07	0.999828	0.999956	1.00004	1.00017	4.630792
3450	-1269.91	-1246.418	-23.49203	9929593	0.999597	0.999897	1.0001	1.0004	4.935771
3460	-1264.096	-1243.463	-20.63337	7.847026e+07	0.999856	0.999964	1.00004	1.00014	4.649905
3470	-1251.622	-1234.541	-17.08122	4.422784e+07	0.999809	0.999951	1.00005	1.00019	4.294689
3480	-1261.339	-1244.054	-17.28553	5.983733e+07	0.999836	0.999958	1.00004	1.00016	4.31512
3490	-1257.858	-1239.691	-18.16658	2381449	0.999176	0.999789	1.00021	1.00082	4.403225
3500	-1267.508	-1244.433	-23.07499	3.491733e+07	0.999785	0.999945	1.00006	1.00022	4.894067
3510	-1262.809	-1241.038	-21.7716	3.873217e+07	0.999796	0.999948	1.00005	1.0002	4.763728
3520	-1259.448	-1237.876	-21.57213	6.142919e+07	0.999838	0.999959	1.00004	1.00016	4.743781
3530	-1260.458	-1240.006	-20.45121	5.384543e+07	0.999827	0.999956	1.00004	1.00017	4.631689
3540	-1258.132	-1237.993	-20.13933	3.049049e+07	0.99977	0.999941	1.00006	1.00023	4.600501
3550	-1249.71	-1233.072	-16.63783	3.516291e+07	0.999786	0.999945	1.00006	1.00021	4.25035
3560	-1267.238	-1252.628	-14.6104	8.781029e+07	0.999864	0.999966	1.00003	1.00014	4.047608
3570	-1259.06	-1240.964	-18.0955	4347599	0.99939	0.999844	1.00016	1.00061	4.396118
3580	-1252.316	-1237.307	-15.00969	1858588	0.999068	0.999762	1.00024	1.00093	4.087536
3590	-1266.43	-1250.489	-15.94124	4.336722e+07	0.999807	0.999951	1.00005	1.00019	4.180692
3600	-1256.742	-1234.865	-21.87703	6.004219e+07	0.999836	0.999958	1.00004	1.00016	4.774271
3610	-1269.398	-1244.586	-24.81199	9.34477e+07	0.999868	0.999966	1.00003	1.00013	5.067767
3620	-1253.437	-1234.547	-18.88996	8.080309e+07	0.999859	0.999964	1.00004	1.00014	4.475564
3630	-1259.584	-1241.021	-18.56284	7.425797e+07	0.999853	0.999962	1.00004	1.00015	4.442851
3640	-1266.565	-1246.181	-20.38395	9.607161e+07	0.99987	0.999967	1.00003	1.00013	4.624963
3650	-1254.822	-1234.361	-20.46085	2.705564e+07	0.999756	0.999938	1.00006	1.00024	4.632652
3660	-1263.4	-1241.902	-21.49761	2.621051e+07	0.999752	0.999937	1.00006	1.00025	4.736329
3670	-1261.711	-1240.579	-21.1324	6923585	0.999517	0.999877	1.00012	1.00048	4.699808
3680	-1260.912	-1238.19	-22.72192	8201188	0.999556	0.999887	1.00011	1.00044	4.858759
3690	-1268.302	-1242.4	-25.90209	1.291503e+07	0.999646	0.99991	1.00009	1.00035	5.176776
3700	-1258.243	-1237.294	-20.94858	1.331691e+07	0.999652	0.999911	1.00009	1.00035	4.681425
3710	-1273.36	-1250.407	-22.95292	2.686096e+07	0.999755	0.999937	1.00006	1.00025	4.88186
3720	-1256.231	-1240.58	-15.65106	7014241	0.99952	0.999877	1.00012	1.00048	4.151673
3730	-1255.726	-1241.177	-14.54908	9.063488e+07	0.999866	0.999966	1.00003	1.00013	4.041476
3740	-1265.338	-1246.028	-19.31081	4080347	0.999371	0.999839	1.00016	1.00063	4.517649
3750	-1257.555	-1238.742	-18.81301	6.458233e+07	0.999842	0.99996	1.00004	1.00016	4.467869
3760	-1262.587	-1238.921	-23.66563	4.637086e+07	0.999813	0.999952	1.00005	1.00019	4.953131
3770	-1265.793	-1242.349	-23.4437	3.442397e+07	0.999783	0.999945	1.00006	1.00022	4.930938
3780	-1255.74	-1233.978	-21.76153	7.207557e+07	0.999851	0.999962	1.00004	1.00015	4.76272
3790	-1254.034	-1232.763	-21.27101	3.003931e+07	0.999768	0.999941	1.00006	1.00023	4.713669
3800	-1257.397	-1235.357	-22.04008	9704097	0.999592	0.999896	1.0001	1.00041	4.790576
3810	-1283.191	-1257.424	-25.76678	5.488171e+07	0.999829	0.999956	1.00004	1.00017	5.163246
3820	-1271.456	-1249.602	-21.85476	6.684086e+07	0.999844	0.99996	1.00004	1.00016	4.772044
3830	-1260.581	-1237.846	-22.73507	9.091322e+07	0.999866	0.999966	1.00004	1.00013	4.860075
3840	-1265.221	-1241.666	-23.55558	7903821	0.999548	0.999884	1.00012	1.00045	4.942126
3850	-1263.755	-1249.086	-14.66948	5.046759e+07	0.999821	0.999954	1.00005	1.00018	4.053515
3860	-1259.657	-1238.702	-20.95453	6.77504e+07	0.999846	0.999961	1.00004	1.00015	4.682021
3870	-1268.944	-1243.703	-25.24117	2.44326e+07	0.999743	0.999934	1.00007	1.00026	5.110684
3880	-1250.656	-1230.579	-20.07709	8.702906e+07	0.999864	0.999965	1.00004	1.00014	4.594276
3890	-1262.267	-1239.658	-22.60908	2421072	0.999183	0.999791	1.00021	1.00082	4.847476
3900	-1250.094	-1231.834	-18.26045	7.827773e+07	0.999857	0.999963	1.00004	1.00014	4.412612
3910	-1269.234	-1248.112	-21.12226	4.939584e+07	0.999819	0.999953	1.00005	1.00018	4.698793
3920	-1272.115	-1249.472	-22.64267	6.593128e+07	0.999843	0.99996	1.00004	1.00016	4.850835
3930	-1266.996	-1247.81	-19.1859	6.908807e+07	0.999847	0.999961	1.00004	1.00015	4.505158
3940	-1251.938	-1233.236	-18.7016	6.139971e+07	0.999838	0.999959	1.00004	1.00016	4.456728
3950	-1265.632	-1245.152	-20.47973	4.775577e+07	0.999816	0.999953	1.00005	1.00018	4.634541
3960	-1272.599	-1250.586	-22.01378	1.471358e+07	0.999669	0.999915	1.00008	1.00033	4.787946
3970	-1262.992	-1242.378	-20.61375	490924	0.998186	0.999536	1.00046	1.00181	4.647943
3980	-1260.15	-1242.382	-17.76742	540775.5	0.998272	0.999558	1.00044	1.00173	4.363309
3990	-1254.574	-1235.148	-19.42627	2.017258e+07	0.999717	0.999928	1.00007	1.00028	4.529194
4000	-1273.645	-1250.598	-23.04781	5.173585e+07	0.999823	0.999955	1.00005	1.00018	4.891349
4010	-1253.888	-1232.861	-21.02613	6980178	0.999519	0.999877	1.00012	1.00048	4.689181
4020	-1257.353	-1240.164	-17.18893	7.71246e+07	0.999855	0.999963	1.00004	1.00014	4.305461
4030	-1252.263	-1232.903	-19.36	6.7115e+07	0.999845	0.99996	1.00004	1.00016	4.522568
4040	-1254.62	-1233.942	-20.67885	795800	0.998575	0.999636	1.00036	1.00143	4.654453
4050	-1250.272	-1231.531	-18.74041	9826100	0.999595	0.999896	1.0001	1.00041	4.460608
4060	-1249.32	-1231.566	-17.75338	2.282748e+07	0.999734	0.999932	1.00007	1.00027	4.361906
4070	-1255.094	-1234.109	-20.985	3.331185e+07	0.99978	0.999944	1.00006	1.00022	4.685067
4080	-1251.306	-1233.866	-17.44013	2.55402e+07	0.999748	0.999936	1.00006	1.00025	4.330581
4090	-1265.015	-1243.562	-21.45315	1.890903e+07	0.999708	0.999925	1.00007	1.00029	4.731883
4100	-1258.817	-1242.973	-15.84381	6.009887e+07	0.999836	0.999958	1.00004	1.00016	4.170949
4110	-1272.378	-1244.782	-27.59525	6.948398e+07	0.999848	0.999961	1.00004	1.00015	5.346093
4120	-1262.542	-1244.58	-17.96227	3.741771e+07	0.999792	0.999947	1.00005	1.00021	4.382795
4130	-1260.206	-1240.303	-19.90292	2.327207e+07	0.999737	0.999933	1.00007	1.00026	4.576859
4140	-1260.807	-1241.377	-19.4299	1.115923e+07	0.999619	0.999903	1.0001	1.00038	4.529558
4150	-1261.47	-1244.251	-17.21919	9326228	0.999584	0.999894	1.00011	1.00042	4.308487
4160	-1258.193	-1238.089	-20.10458	7784698	0.999544	0.999884	1.00012	1.00046	4.597026
4170	-1256.675	-1242.491	-14.18394	3.467452e+07	0.999784	0.999945	1.00006	1.00022	4.004962
4180	-1255.95	-1239.738	-16.21219	8.399707e+07	0.999861	0.999964	1.00004	1.00014	4.207786
4190	-1271.65	-1249.399	-22.25081	7.564409e+07	0.999854	0.999964	1.00004	1.00015	4.811648
4200	-1254.756	-1238.503	-16.25311	9.035246e+07	0.999867	0.999966	1.00003	1.00013	4.211879
4210	-1247.882	-1228.508	-19.37425	4.518749e+07	0.999811	0.999951	1.00005	1.00019	4.523992
4220	-1272.913	-1245.237	-27.67581	4.412772e+07	0.999809	0.999952	1.00005	1.00019	5.354149
4230	-1251.154	-1234.022	-17.13223	2.471037e+07	0.999744	0.999935	1.00007	1.00026	4.29979
4240	-1259.349	-1244.453	-14.89549	6.18806e+07	0.999838	0.999959	1.00004	1.00016	4.076117
4250	-1260.347	-1242.478	-17.86975	6.55202e+07	0.999843	0.99996	1.00004	1.00016	4.373543
4260	-1261.755	-1245.73	-16.02516	3.897545e+07	0.999796	0.999948	1.00005	1.0002	4.189084
4270	-1274.962	-1249.059	-25.90302	5.741403e+07	0.999832	0.999957	1.00004	1.00017	5.176869
4280	-1258.124	-1235.077	-23.04713	8.504549e+07	0.999862	0.999965	1.00004	1.00014	4.891281
4290	-1259.943	-1239.519	-20.42327	7.023181e+07	0.999848	0.999962	1.00004	1.00015	4.628895
4300	-1263.599	-1243.174	-20.42517	2512822	0.999198	0.999795	1.0002	1.0008	4.629085
4310	-1252.608	-1235.462	-17.14666	3.265724e+07	0.999777	0.999943	1.00006	1.00022	4.301233
4320	-1260.727	-1236.706	-24.02078	8.417061e+07	0.999862	0.999964	1.00004	1.00014	4.988646
4330	-1252.887	-1234.518	-18.36868	3.755895e+07	0.999793	0.999947	1.00005	1.00021	4.423435
4340	-1257.706	-1238.71	-18.99582	4.62575e+07	0.999813	0.999952	1.00005	1.00019	4.48615
4350	-1256.575	-1241.173	-15.40224	6.040854e+07	0.999837	0.999958	1.00004	1.00016	4.126792
4360	-1248.176	-1233.657	-14.51902	3.44059e+07	0.999783	0.999945	1.00006	1.00022	4.03847
4370	-1266.284	-1243.999	-22.2849	9.706812e+07	0.999871	0.999968	1.00003	1.00013	4.815058
4380	-1253.05	-1234.974	-18.07579	6.186451e+07	0.999838	0.999959	1.00004	1.00016	4.394147
4390	-1263.049	-1243.886	-19.16381	2.306122e+07	0.999735	0.999933	1.00007	1.00026	4.502948
4400	-1260.267	-1239.585	-20.68279	1.943211e+07	0.999712	0.999926	1.00007	1.00029	4.654846
4410	-1261.086	-1241.491	-19.59511	5.65788e+07	0.999831	0.999957	1.00004	1.00017	4.546079
4420	-1265.681	-1242.948	-22.73347	4.592178e+07	0.999812	0.999952	1.00005	1.00019	4.859915
4430	-1264.585	-1242.57	-22.01558	1.102918e+07	0.999617	0.999902	1.0001	1.00038	4.788125
4440	-1273.725	-1246.805	-26.91975	1.403096e+07	0.999661	0.999913	1.00009	1.00034	5.278542
4450	-1264.165	-1242.226	-21.93877	1.461801e+07	0.999668	0.999915	1.00008	1.00033	4.780445
4460	-1264.2	-1248.812	-15.38821	1.262068e+07	0.999642	0.999909	1.00009	1.00036	4.125388
4470	-1266.134	-1244.822	-21.31186	9.420556e+07	0.999869	0.999966	1.00003	1.00013	4.717754
4480	-1274.047	-1249.761	-24.2854	8.320828e+07	0.999861	0.999964	1.00004	1.00014	5.015108
4490	-1265.48	-1242.508	-22.97175	1.741611e+07	0.999695	0.999922	1.00008	1.0003	4.883743
4500	-1257.15	-1237.081	-20.06942	5.247878e+07	0.999824	0.999955	1.00004	1.00018	4.59351
4510	-1248.211	-1231.484	-16.72687	4.492934e+07	0.99981	0.999951	1.00005	1.00019	4.259255
4520	-1256.614	-1241.3	-15.31472	5.542719e+07	0.99983	0.999956	1.00004	1.00017	4.11804
4530	-1265.229	-1244.151	-21.07834	6.569414e+07	0.999843	0.99996	1.00004	1.00016	4.694402
4540	-1258.727	-1240.893	-17.83419	8.823675e+07	0.999865	0.999965	1.00004	1.00014	4.369987
4550	-1258.676	-1240.438	-18.23788	6.174556e+07	0.999839	0.999958	1.00004	1.00016	4.410356
4560	-1255.72	-1240.588	-15.1324	4.43188e+07	0.999809	0.999951	1.00005	1.00019	4.099808
4570	-1265.985	-1247.438	-18.54709	6.854444e+07	0.999846	0.999961	1.00004	1.00015	4.441277
4580	-1266.047	-1248.295	-17.75155	4.967697e+07	0.99982	0.999954	1.00005	1.00018	4.361723
4590	-1262.78	-1241.636	-21.14387	8.750163e+07	0.999864	0.999965	1.00003	1.00014	4.700955
4600	-1256.959	-1241.977	-14.98228	3.714401e+07	0.999791	0.999947	1.00005	1.00021	4.084796
4610	-1258.534	-1236.624	-21.90996	1.090785e+07	0.999615	0.999902	1.0001	1.00038	4.777564
4620	-1265.122	-1249.666	-15.4566	9.53713e+07	0.99987	0.999967	1.00003	1.00013	4.132227
4630	-1259.167	-1240.275	-18.89215	8.204386e+07	0.99986	0.999964	1.00003	1.00014	4.475782
4640	-1265.287	-1242.161	-23.12637	7.226964e+07	0.999851	0.999961	1.00004	1.00015	4.899205
4650	-1265.176	-1244.655	-20.52069	3816364	0.999349	0.999834	1.00017	1.00065	4.638637
4660	-1254.06	-1231.076	-22.98473	9.968964e+07	0.999873	0.999967	1.00003	1.00013	4.885041
4670	-1270.307	-1245.58	-24.72696	4.134625e+07	0.999802	0.999949	1.00005	1.0002	5.059264
4680	-1258.707	-1240.076	-18.63168	6.729482e+07	0.999845	0.99996	1.00004	1.00016	4.449735
4690	-1258.244	-1240.386	-17.8584	1.769799e+07	0.999698	0.999923	1.00008	1.0003	4.372408
4700	-1259.618	-1239.889	-19.72872	5.166033e+07	0.999823	0.999955	1.00004	1.00018	4.55944
4710	-1271.777	-1244.426	-27.35025	8.082889e+07	0.999858	0.999964	1.00004	1.00014	5.321593
4720	-1257.623	-1235.611	-22.01211	1.963102e+07	0.999713	0.999927	1.00007	1.00029	4.787779
4730	-1257.003	-1237.587	-19.41622	8.069941e+07	0.999858	0.999964	1.00004	1.00014	4.52819
4740	-1252.519	-1233.7	-18.81962	9.657238e+07	0.999871	0.999966	1.00003	1.00013	4.468529
4750	-1249.741	-1228.172	-21.56895	8.908029e+07	0.999865	0.999965	1.00003	1.00013	4.743463
4760	-1261.602	-1241.157	-20.44462	1.677415e+07	0.99969	0.999921	1.00008	1.00031	4.63103
4770	-1262.986	-1243.234	-19.7523	4.061973e+07	0.999801	0.999949	1.00005	1.0002	4.561798
4780	-1261.756	-1241.446	-20.30998	2.179281e+07	0.999728	0.99993	1.00007	1.00027	4.617566
4790	-1263.888	-1240.061	-23.82737	8.648363e+07	0.999863	0.999965	1.00004	1.00014	4.969305
4800	-1255.971	-1235.279	-20.69196	7.120575e+07	0.999849	0.999961	1.00004	1.00015	4.655764
4810	-1255.081	-1235.539	-19.54252	2.868686e+07	0.999763	0.999939	1.00006	1.00024	4.54082
4820	-1258.662	-1238.275	-20.38717	3.087979e+07	0.999771	0.999941	1.00006	1.00023	4.625285
4830	-1260.395	-1238.127	-22.26752	3.489592e+07	0.999785	0.999945	1.00005	1.00022	4.81332
4840	-1261.856	-1238.507	-23.34902	5.043861e+07	0.999821	0.999954	1.00005	1.00018	4.921469
4850	-1270.316	-1245.252	-25.06385	8.692024e+07	0.999863	0.999965	1.00003	1.00014	5.092953
4860	-1257.818	-1242.205	-15.6127	5.781591e+07	0.999833	0.999957	1.00004	1.00017	4.147838
4870	-1253.49	-1237.757	-15.73277	9700240	0.999592	0.999896	1.0001	1.00041	4.159845
4880	-1246.857	-1231.754	-15.10361	7036058	0.999521	0.999878	1.00012	1.00048	4.096929
4890	-1256.045	-1239.389	-16.65605	6112738	0.999486	0.999869	1.00013	1.00051	4.252173
4900	-1261.778	-1245.25	-16.52787	9.789037e+07	0.999871	0.999966	1.00003	1.00013	4.239355
4910	-1263.961	-1248.842	-15.11954	7.843052e+07	0.999857	0.999963	1.00004	1.00014	4.098522
4920	-1258.887	-1237.411	-21.47603	5.374052e+07	0.999827	0.999956	1.00004	1.00017	4.73417
4930	-1261.643	-1241.285	-20.35765	8.43003e+07	0.999862	0.999966	1.00003	1.00014	4.622333
4940	-1266.648	-1244.176	-22.47141	1.696445e+07	0.999691	0.999921	1.00008	1.00031	4.833709
4950	-1256.898	-1238.83	-18.06808	7246238	0.999528	0.999879	1.00012	1.00047	4.393375
4960	-1252.966	-1231.559	-21.40739	7.071733e+07	0.999849	0.999962	1.00004	1.00015	4.727307
4970	-1255.591	-1233.819	-21.77229	5.436398e+07	0.999828	0.999956	1.00004	1.00017	4.763796
4980	-1257.781	-1241.591	-16.18955	6.638385e+07	0.999844	0.99996	1.00004	1.00016	4.205523
4990	-1261.182	-1242.729	-18.4531	8.372821e+07	0.999861	0.999965	1.00004	1.00014	4.431877
5000	-1249.708	-1235.743	-13.96471	8.552158e+07	0.999862	0.999964	1.00004	1.00014	3.983039
5010	-1256.433	-1233.159	-23.27391	2.214006e+07	0.99973	0.999931	1.00007	1.00027	4.913959
5020	-1259.503	-1241.018	-18.48453	7.734712e+07	0.999856	0.999963	1.00004	1.00014	4.43502
5030	-1255.633	-1236.062	-19.57088	7.020881e+07	0.999849	0.999961	1.00004	1.00015	4.543656
5040	-1251.575	-1235.637	-15.93782	5.7016e+07	0.999831	0.999957	1.00004	1.00017	4.180349
